,Name,Question,Answer
128,Sabonete Barra Rosa Negra Da Turquia Francis 90g,Your soap and black roses ask if you have white roses soap,"Hello DOSSANTOSVALDICE, how are you? We do not currently have this product, but follow our store, we are receiving new products every week. We are available! :) 07/23/2020"
129,Sabonete Barra Rosa Negra Da Turquia Francis 90g,Good morning not white roses,"Hi DOSSANTOSVALDICE, good morning! We were unable to understand your question very well. Can you give us more details? 23/07/2020"
130,Sabonete Barra Rosa Negra Da Turquia Francis 90g,QUAIS FRAGANCIAS DO SABONETE FRANCIS DE CAIXINHA VCS TEM...,"Hello PRJIF, how are you? We have this other fragrance available: https://produto.mercadolivre.com.br/MLB-1479540119-sabonete-barra-rosas-de-versailes-francis-90g-_JM#position=2&type=item&tracking_id=ad44fe51-5ba1-406b- 8715-5c7898a76d5a Excellent quality product. We wait for your purchase and we are at your disposal! ^^ 07/20/20"
131,Sabonete Barra Rosa Negra Da Turquia Francis 90g,Could you send me the link to buy two products,"Hi MARNEUSA, how are you? Good afternoon! What products do you want to link to? 03/07/2020"
132,Sabonete Barra Rosa Negra Da Turquia Francis 90g,"If I buy 12 black roses from Turkey and 12 pink roses from Versailles, the shipping cost is only one package, ie 7.90? And how do I order both? Thanks","Hello MARNEUSA, good morning. All right? For more accurate information- You can calculate the shipping cost and estimated delivery time on the ad page by entering the zip code under ""Calculate delivery time"", which is next to the buy button. Other doubts are available. Happy shopping and take care of yourself.03 / 07/2020"
133,Sabonete Barra Rosa Negra Da Turquia Francis 90g,"If I buy 12 black roses from Turkey and 12 pink roses from Versailles, the shipping cost is only one package, ie 7.90? And how do I order both? Thanks","Olá MARNEUSA, bom dia! Você consegue sim comprar produtos diferentes em nossa loja ou o mesmo produto com cores ou tamanhos diferentes, para isso você só precisa: 1. Selecionar o produto no tamanho e cor desejada e clicar em ""Adicionar ao carrinho""- 2. Repita o processo para cada item ou variação de cor/ tamanho que deseja compra- 3. Prontinho, agora é só finalizar a compra de todos os itens adicionados ao carrinho. Serão enviados no mesmo frete. Aguardamos a sua compra e ficamos à disposição.03/07/2020"
134,Kit 1000 Mini Soap 13 Gr Hotel Motel Pousada Erva Doce,Please return to me to know if it worked for you,"Good morning Alice! I need you to inform me the data for issuing the invoice, we send you a message on the purchase. I await the data.21 / 09/2020"
135,Kit 1000 Mini Soap 13 Gr Hotel Motel Pousada Erva Doce,Guys ... I bought several kits of you and I need the NF to come in the name of the CHURCH ... I also have instructions for delivery,Good night! I need you to tell us all the data for issuing Nfe. Tomorrow we will already make the shipment. We will be glad to help you.
136,Kit 1000 Mini Soap 13 Gr Hotel Motel Pousada Erva Doce,"Friend ... how do I also pay with another card ... because this account is from the church, and I need to use the card other than q and it is registered.","Hello, at the time of payment appears if you really want to pay with the card registered or not, in this step you just have to indicate the new card. 09/09/20"
137,Kit 1000 Mini Soap 13 Gr Hotel Motel Pousada Erva Doce,Wow ... well ... I'm doing the math to see if we can buy more kits.,"We already have a kit with soaps, shampoos and brushes. It comes out cheaper for you, follow the link: https://produto.mercadolivre.com.br/MLB-1660710735-kit-dental-sabonete-e-shampoo-2-em-1-hotel-motel-pousada-_JM19 / 09/2020"
138,Kit 1000 Mini Soap 13 Gr Hotel Motel Pousada Erva Doce,Do you think you can deliver until Thursday? Are you in Sampa?,"Hello, and likely to be delivered if it is in the state of São Paulo. Att, 9/19/2020"
139,Kit 1000 Mini Soap 13 Gr Hotel Motel Pousada Erva Doce,"Hi ... I need to buy products to assemble 1000 brush kits, paste, soap, shampoo..but it needs to be in the name of the church because we did a campaign for this purpose and the NF needs to go out to church ... through my profile.as I do?",Good Morning! You can make the purchase using your registration even if we make an invoice in the name of the church. We just need you to tell us the data after the purchase. We will be at your disposal19 / 09/2020
140,Kit 1000 Mini Soap 13 Gr Hotel Motel Pousada Erva Doce,Good Morning ! Is the packaging the same as the photo ??,"Good morning, exactly the same, only the validity is August 2022.09 / 09/2020"
141,Kit 1000 Mini Soap 13 Gr Hotel Motel Pousada Erva Doce,What is the value with the logo of the inn?,"Hello, we have only standardized, but we have different fragrances, with packaging of different types and colors. Att23 / 08/2020"
142,Kit 1000 Mini Soap 13 Gr Hotel Motel Pousada Erva Doce,But I need delivery tomorrow,"Hello, unfortunately I cannot guarantee that it will be delivered tomorrow."
143,Kit 1000 Mini Soap 13 Gr Hotel Motel Pousada Erva Doce,Hi good morning can you make 230 reais ?? To arrive tomorrow? We need a lot for the base hospital here in São José do Rio Preto for the inmates of life. Please can we raise 230 reais if you can help us !!?,Good afternoon! Try this other ad that I believe will be cheaper: https://produto.mercadolivre.com.br/MLB-1146970292-500-mini-sabonete-13-gr-hotel-motel-pousada-erva-doce-_JM17/07/ 2020
144,Karite And Vanilla Dove Soap Bar 90 Gr C / 6,Hello ... do they all come in one box? Is it original?,"Good night SENEMARLENE, How are you ?! Exactly there are 6 units in a single package, and all of our products are original. Take advantage of the offer, we look forward to your purchase = D14 / 09/2020"
145,Karite And Vanilla Dove Soap Bar 90 Gr C / 6,"good night, i would like to know c inside the kit have 6 soaps in individual boxes? wait and obg","Boa Noite ATIVAESPORTE ,Tudo bem ? São 6 unidades, mas não em caixas individuais. Aproveite a oferta, Aguardamos sua compra :D10/09/2020"
146,Albany Multiation Bar Soap 85g,Quero 50 unidades tem em estoque,"Good afternoon WALDECIRBALAO, how are you? At the moment we do not have 50 units available, but follow our Store: https://www.mercadolivre.com.br/ofertas/mercadolivre. We are receiving new products every week. :) Any questions we are available! 08/07/2020"
147,Sabonete Natural Com Extrato De Camomila 80gr - Suavetex,Good night. Can the soap be used on a baby?,"Hello, good morning. How are you? The manufacturer does not inform any restrictions regarding the use in baby, but if you are interested we have the baby line too. Follow the link: (https://produto.mercadolivre.com.br/MLB-1316576811-sabonete-suavetex-natural-baby-80gr-_JM?quantity=1) 08/10/2020"
148,Sabonete Natural Com Extrato De Camomila 80gr - Suavetex,Good night - How long is the expiration date?,"Hello, good morning. How are you? Validity for 01/23. If you can help with anything else you can feel free. See all our products in this link - https://lista.mercadolivre.com.br/_CustId_7810851203/08/2020"
149,Sabonete Natural Com Extrato De Camomila 80gr - Suavetex,I could not get free shipping even buying more than 120 reais in products,"Olá, bom dia, tudo bem? O beneficio do frete grátis é dado pelo próprio mercado livre, não temos acesso a esse sistema. Peço que faça a simulação clicando em comprar, só informar o seu Cep e verificar se o frete grátis esta disponivel, caso ele não esteja é devido ao peso do produto e o seu Cep. O próprio Mercado Livre informa, O frete grátis está sujeito ao peso, preço e distância do envio. Qualquer dúvida estou a disposição!!03/07/2020"
150,Sabonete Natural Com Extrato De Camomila 80gr - Suavetex,Good Morning. I have an allergy to Propylene Glycol. The soap has Propylene Glycol. PEG or PG? Thanks,"Hello, good morning. How are you? These are the ingredients: (Vegetable Base Pasta (Sodium Palmate, Sodium Palm Kernelate, Sodium Stearate, Sodium Chloride, Glycerin, Sodium Hydroxide, Etidronic Acid, Aqua), Parfum. Organic Ingredient: Chamomilla Recutita (Matricaria) Flower Extract) 27/02 / 2020"
151,Huggies Children's Soap Bar 75g,I made a purchase and paid the boleto by the cashier and the amount was deducted from my balance I have the extract more here in the free market they said the payment had not been detected I bought full to arrive tomorrow I canceled how is the money that i paid off you i spent $ 200.00 on that purchase! And the amount has already been taken from my balance what do I do?,"Hello CORREANICOLY641 how are you? But we have an incredible service team that will be able to help you with your question! To talk to the service team, just follow the following steps: Access your account Click on the ""Contact"" button (located just below the product search field) Select the options according to your problem Ready! Soon you will receive help for your problem or question!"
152,Huggies Children's Soap Bar 75g,ola fiz uma compra e paguei o boleto pelo caixa tem o valor ja descontado do meu saldo mais aqui diz que o pagamento ainda nao foi detectado e eu cancelei a compra toda queria saber como fica agora ?,"Hi, CORREANICOLY641, how are you? We did not identify your purchase, you can re-purchase again. We are available! 30/09/2020"
153,Huggies Children's Soap Bar 75g,formula ?,"Hello, JORGEIAGONOGUEIRA_ All right? Bar soap - With ingredients that gently cleanse the baby's skin - Dermatologically tested formula - Does not irritate the skin - Anatomical shape that fits perfectly in the hands and does not slip Composition: orbignya oleifera oil, adeps bovis, glycerin, sodium hydroxide, sodium chloride, disodium distyrylbiphenyl disulfonate, zea mays starch, parfum, citric acid, glyceryl stearate, acetamide mea, titanium dioxide, tetrasodium edta, etidronic acid, decyl glucoside, cocamidopropyl betaine, bht, benzyl salicylate, citronellol, coupon , linalool, alpha isomethyl ionone, enjoy, you will love it, we look forward to your purchase, any questions, we are available = D21 / 07/2020"
154,Huggies Children's Soap Bar 75g,shelf life ?,"Olá JORGEIAGONOGUEIRA_, tudo bem? Não conseguimos informar o prazo de validade exato do produto que será enviado, mas todos nossos produtos são enviados com no mínimo 3 meses de validade. Pode comprar com tranquilidade :)21/07/2020"
155,Huggies Children's Soap Bar 75g,send normally?,"Hello, JORGEIAGONOGUEIRA_! We ship our products within 24 business hours after payment confirmation.21 / 07/2020"
156,Huggies Children's Soap Bar 75g,Validade ?,"Olá DITH44963, tudo bem? Todos nossos produtos saem do nosso centro de distribuição com no mínimo 3 meses de validade, porém, esse produto pode ter a validade de até 3 anos. Aguardamos sua compra e ficamos à disposição19/07/2020"
157,Huggies Children's Soap Bar 75g,sending normal?,"Olá LINDOLPHOVEIGA, bom dia! Sim. O prazo de entrega pode variar de acordo com o CEP de entrega. Para calcular o prazo correto para seu endereço, é só digitar o seu CEP no campo ""Calcular o prazo de entrega"" próximo ao botão comprar. Aguardamos a sua compra, ficamos à disposição.17/07/2020"
158,Huggies Children's Soap Bar 75g,GOOD PRODUCT,"Olá ELIZANGELACAMPOSLIMA, tudo bem? Ficamos felizes por sua compra, esperamos que aproveite!! Caso haja novas dúvidas estamos à disposição. =)18/06/2020"
159,Huggies Children's Soap Bar 75g,product and shipped after payment,"Hello VIVIANE, good morning. All right? Yes of course. Your product will be shipped within 24 hours of payment approval. Other doubts are available. Happy shopping and take good care of yourself."
160,Huggies Children's Soap Bar 75g,"enviando normal?""","Hi CIMA5129590, good morning! Yes, we are delivering normally. All our shipments are carried out through Mercado Livre's own logistics, Mercado Envios, products can be sent by carrier or post office, the choice is made thinking about the best route and the shortest delivery time for you. We are at your disposal! :) 06/14/2020"
161,Versailles Francis Bar Soap Bar 90g,"As you guys, I can only return 11 reais, although the purchase price was 45 reais. Who stole that I want my money from buying back. You guys are a bag at all times I have to complain. That and theft","Hello SULADAYANE1, how are you? Our system states that the chargeback has already been made. We have an incredible service team that will be able to help you with your question! To talk to the Mercado Livre service team, just follow the steps below: Access your account Click on the ""Contact"" button (located just below the product search field) Select the options according to your problem Ready! You will soon receive help for your problem or question! In need of anything, we are available05 / 07/2020"
162,Versailles Francis Bar Soap Bar 90g,Good Morning. Wouldn't the freight charge be 7.90?,"Hello, MARNEUSA! All right? The freight charge may vary depending on the product to be transported and the place of delivery. We recommend that you add all the units you want to purchase to your cart and calculate the shipping charge. You need to select the products you want and then press the ""ADD TO CART"" button. You must do this with all the units you wish to purchase. After selecting all and including them in the cart, you must click on the ""BUY NOW"" button. Ready, now and just finalize your purchase and wait for your order to arrive at your home! We look forward to your purchase and we are at your disposal! 03/07/2020"
163,Kit 24 Sabonete De Aroeira Em Barra Tropical 100g Atacado,Have I made the payment where I see the tracking?,"Good afternoon, clicking on the purchase and clicking on track shipping.25 / 09/2020"
164,Kit 24 Sabonete De Aroeira Em Barra Tropical 100g Atacado,paying today when this kit of 24 soaps from aroeira arrives?,"Boa tarde, é necessário simular o prazo no espaço de compra, lembrando que essa simulação serve para pagamentos em cartão de crédito. Pagamentos em boleto deverão ser somados 1 dia após o prazo22/09/2020"
165,Kit 24 Sabonete De Aroeira Em Barra Tropical 100g Atacado,"olá! quero saber a composição, por gentileza",Manufacturer information: Active Ingredient: Aroma Extract Indication: Body and facial hygienePackaging content: 100g10 / 09/2020
166,Kit 24 Sabonete De Aroeira Em Barra Tropical 100g Atacado,"Hi good morning. You work with the other tropical brand soap, I bought the aroeira from you, but I wanted the three types of clay too, do you have it?",Bom dia! O outro que tenho é esse: Kit 12 Sabonete De Barbatimao Em Barra Tropical 100g https://produto.mercadolivre.com.br/MLB-1499114162-kit-12-sabonete-de-barbatimao-em-barra-tropical-100g-_JM02/08/2020
