,name,price,Brand,Line,Unit weight,Model,description,store_name,new_or_not,sold_number,Units per package,review_rating
45,Sanasar Benzoato Benzila Eliminates Nits Lice Scabies 80g,26.99,,Sanasar,80 g,,"description
Sanasar Soap 80g.

ATTENTION: DERMATOLOGICAL USE, DO NOT SWALLOW !!!

-------------------------------------------------- -------
Sanasar Soap What Is It For?
-------------------------------------------------- -------
Sanasar is a benzyl benzoate based product, used in the treatment of lice, nits and scabies.

-------------------------------------------------- -------
How does Sanasar Soap work?
-------------------------------------------------- -------
The benzyl benzoate present in the soap foam ensures perfect penetration into the skin, facilitating the removal of parasites. Its effect is fast and safe, causing all symptoms, including itching, to promptly disappear, allowing healing with a single treatment.

-------------------------------------------------- ------------------------
What are the contraindications for Sanasar Soap?
-------------------------------------------------- ------------------------
You should not use Sanasar if you have a known allergy to benzyl benzoate or other components of the product.
Do not apply the product on the skin with wounds and burns.

-------------------------------------------------- ---
How to use Sanasar Soap?
-------------------------------------------------- ---
Sanasar can be used to treat lice, nits and scabies by adults and children.

- In the treatment of lice
The affected area should be washed, producing a foam that should remain in place for 5 minutes. Dead lice and nits should be removed with a fine comb. If necessary, the application should be repeated.

- In the treatment of scabies
The affected part should be washed thoroughly with soap, producing a foam that should remain on the skin until dry.

If there are other people with scabies in the same house, they should all be treated at the same time to avoid reinfection.
The maximum daily usage limit is 1 application per day. Please follow the way of use.

-------------------------------------------------- ------------------------------
What precautions should I take when using Sanasar Soap?
-------------------------------------------------- ------------------------------
Sanasar is intended for external use and should never be ingested, as intoxication may occur. Sanasar should not be applied to the face, eyes and mucous membranes, or on skin areas where there are wounds. If this occurs, wash with plenty of water. The product should be used with caution in people who have already had allergies to other products applied to the skin.

Sanasar can irritate the skin and mucous membranes, it is not recommended to use other substances that can also irritate the skin.

Pregnancy:
This medication should not be used by pregnant women without medical advice or from the dentist.

-------------------------------------------------- ---------------
What does Sanasar Soap contain?
-------------------------------------------------- ---------------
Each Sanasar soap contains:
Benzyl benzoate 8.0g.

Excipients: clove essence, base mass (beef tallow, babassu oil, sodium chloride, glycerol, sodium hydroxide, disodium edetate, etidronic acid, water), titanium dioxide, CI 74260 green pigment, CI 74160 blue pigment, edetatp disodium, etidronic acid and water.

Dermatological use.
Adult and pediatric use.

Exclusive Soap
The foam of the soap guarantees perfect skin penetration, facilitating access to the intradermal tunnels of the parasites.",Market leader,Novo,57.0,1,
46,50 Kits Soap Shampoo And Conditioner 35 Ml Hotel Airbnb,185.0,Nature's,Fruits of the Amazon,20 g,,"description
50 Kits for Hotel
Line: Fruits of the Amazon
Available fragrances:
Chestnut of Pará and Pitanga

Shampoo - 35 ml bottle
Conditioner - 35 ml bottle
Round Pleated Soap - 20 grams

Individually wrapped - Cellophane packaging

Ideal product for Hotels, Inns, Motels, Rent on Airbnb

***IMMEDIATE DISPATCH***",Platinum Leader,New,74.0,150,
47,Francis Lavender Bar Soap 85g,1.5,,Lavender,85 g,,"description
The store did not include a product description",Free market,Novo,234.0,1,
48,Solid Chamomile Vegan Shampoo.Natural And Organic. 125g,23.58,,VEGAN,125 g,VEGAN LINE,"description
ANVISA: 3529906012060000016
INPI: 919152767

Thinking ecologically and about sustainability, we launched the Vegan Line of solid Shampoos.
Our Shampoos are Vegan, because we don't use anything of animal origin.
No artificial colors, sulfates, parabens or petroleum products.
They are 100% natural and made by hand, where even the colors come from nature's additives such as: saffron, clay and many others.
This one of Chamomile with Yellow Clay, naturally lightens the hair, hydrating and nourishing at the same time. Chamomile along with yellow clay, detoxifies the scalp and stimulates the growth of the hair, restoring the natural shine to the hair, leaving it soft and full of life. Yellow Clay has a purifying, moisturizing and detoxifying action.
Suitable for all hair types
Shampoos from Expresso Mata Atlãntica are made by Cold Process. As they are not subjected to high temperatures, the properties of Chamomile, Yellow Clay and oils, are all preserved. The result is undoubtedly: cleanliness, vitality, nutrition, hydration, natural health and without aggression.
Cold Process is an ancient technique, full of wisdom and beautiful stories from our ancestors.
It has shampoo, which takes up to 26 days to solidify.
Composition: Chamomile, Olive Oil, Gray, Yellow Clay, Oils from: Murumuru, Ucubá, Palma, Palmiste, Turmeric and essential. Gray, Soap and butters from: Cupuaçu and Cacau.
How to use: Apply to the head, as if it were applying to the skin.
The process of adapting the threads will depend on the time and how many times you use the product, after all, the hair needs to be detoxified.
For this reason, it will naturally mist your hair for a while, the result of which will be shine, balance, freedom and naturalness of the strands.
Take the aroma of the countryside to your home, discover some riches of Vale do Ribeira and love your hair more and more!
Our Shampoos are made in the forest, in the middle of the second lung of Brazil.
Totally inspired by the Atlantic Forest and always thought of YOU!
Be ethical and experience what is environmentally friendly.
Tie naturally and be extremely happy!
Any purchase made on Friday, after business hours, will be posted on Monday. The postal service of Miracatu, does not work on Saturdays.",Location,New,223.0,1,4.6
49,Kit 12 Aroeira Soap And 12 Aroeira Ointment,59.0,,,100 g,,"description
CONTAINS

12 AROEIRA OINTMENTS
12 AROEIRA SOAP

Aroeira is a plant of Brazilian flora very rich in tannin, which acts as an astringent on the skin and mucous membranes, closing the pores and fighting spots, pimples and blackheads and contracting the skin superficially. The Aroeira Tropical Soap is indicated to help fight inflammation and wounds that are difficult to heal, including psoriasis. It has regenerating action on tissues and is useful in bedsores, burns and skin problems. (Glycerin soap)

Benefits:
Combats pimples on the face
Anti-inflammatory and healing action
Helps treat infections of the genitals
Skin oil control
Deep skin cleansing
Regeneration
Combating Dandruff

The Tropical mastic soap is suitable for all skin types.

Collection box: 12 100g Aroma Soaps
12 OINTMENT
Anvisa Process: 25351.711100 / 2015-03",Platinum Leader,Novo,22.0,24,5.0
50,3 Ointments Barbatimão Hpv 60g + 2 Soaps + 300 Capsules,129.9,Tropical,,100 g,,"description
KIT COMPOSED OF 300 500mg BABATIMON CAPSULES (03 POTS OF 100 EACH) + 180G BARBATIMON OINTMENTS (03 POTS OF 60g EACH) + 200g BARBATIMON SOAP (02 BARS OF 100g EACH)

ATTENTION THE DETS NATURE BARBATIMÃO OINTMENT IS ONLY ORIGINAL ONLY PRODUCED IN MINAS GERAIS AND SOLD BY THE MINAS GERAIS VENDOR. THE OATS SOLD BY THE SELLER FROM OTHER STATES AS AMAZON AND SÃO PAULO ARE FALSIFICATIONS. WE DO NOT HAVE BRANCHES ANYWHERE IN THE COUNTRY. WE ARE THE LEADING MARKET!

Barbatimão is a plant also known as real Barbatimão, timan beard, youth bark or ubatima, and is widely used to help treat wounds, hemorrhages, burns, sore throats or swelling and bruising on the skin.

INDICATION: VENEREAL DISEASES, UTERINE INFLAMMATIONS, RACES, ODORS, ITCHERS.

COMPOSITION: PURE BARBATIMÃO OIL, COPAÍBA OIL, PANACEA, EMOLIENTS, ESSENCE.

BABATIMÃO OINTMENT: AFTER HYGIENIZATION WITH BABATIMÃO SOAP, WITH CLEAN SKIN SPEND A SMALL LAYER IN THE INTIMATE REGION.


BARBATIMON SOAP 100g
PROMOTION!!!

Barbatimão Soap
Size: 100 g
Active Ingredient: Barbatimão Extract
Indication: body and facial hygiene
How to use: apply all over the body, lathering and rinsing

100 BABATIMON CAPSULES 500mg
HOW TO USE:
ADULT: 02 CAPSULES 02 TIMES

CLEARANCE SALE!!!
NUTRINOVA !!! A NEW WAY TO TAKE CARE OF YOUR HEALTH !!!
NutriNovaBH is not responsible for the misuse of the products. Before using, always pay attention to the recommended dosages of each product, perform a test in a small area and always consult a doctor.",Location,New,239.0,1,4.6
51,03 Sulfur Soaps - 90 Gr Each,14.99,Lian,Natural,90 g,,"description
Sulfur Soap

It has anti seborrhea and antiseptic properties.
Eliminates toxins from the body and soothes allergies and red spots, helping to even out skin pigmentation.

Each unit contains 90g.

Kit with 3 units.",MercadoLíder,New,69.0,,
52,Palmolive Delicate Exfoliation Bar Soap 85g,1.9,,,85 g,,"description
The store did not include a product description",Free market,New,150.0,1,5.0
53,"Sabonetes Perfumados Boticollection, 5un X 80g",30.9,The boticario,Boticollection,80 g,,"description
Boticollection Perfumed Soaps bring cleansing and perfuming to the skin. There are five assorted soaps from the Cecita Blossom, Thaty, Acqua Fresca, Anni and New Acqua Fresca lines, stored in a beautiful box. Boticollection soaps contain natural extracts and produce a creamy foam that cleanses the skin without drying out. Perfect to make your routine even lighter and full of sweetness. It is also an excellent gift option! Contains: 5 units of 80g each.",The boticario,New,719.0,5,5.0
54,Granado Lanolin Treatment - Bar Soap 90g Blz,6.9,Granado,,90 g,0,"description
Bar soap for dry skin. Granado Lanolin Soap Treatment gently cleanses with its 100% vegetable composition. With moisturizing and smoothing action, it gives back softness and vitality Granado Treatment Soap Lanolin is humectant and emollient to replenish the natural moisture of the epidermis. You guarantee cleanliness and health in your day to day!",Beauty on the Web,Novo,207.0,,5.0
55,Kit 200 Mini Soap 20 Gr Luxury Pitanga Hotel Pousada,150.0,Naturys,,20 g,,"Descrição
Excelente qualidade e delicioso aroma!

Fragrância: Pitanga

Sabonete: Massa branca;
Peso: 20 gramas;
Embalagem: Redonda Plissada

Rico em emolientes que combina a ação nutritiva e regeneradora, trazendo máxima hidratação à pele.",Platinum Leader,New,191.0,,5.0
56,Kit Com 12 Sabonetes Barra Glicerinado Johnsons Baby 80g,33.6,Johnson's Baby,Glicerinado,,,"Descrição
.",Johnson & Johnson por Sage's,Novo,228.0,,5.0
57,Johnsons Baby Glycerin Bar Soap,33.6,Johnson's Baby,,80 g,,"Descrição
.",Johnson & Johnson by Sage's,Novo,228.0,,5.0
58,Kit 500 Soaps 10gr And 500 Shampoo 2 In 1 Hotel Motel,250.0,Nature's,Hotelaria,10 g,,"description
Kit with Mini Soaps and Conditioner Shampoo 2 in 1 - Naturys
500 soaps 10 grams
500 shampoo and conditioner 2 in 1 - 10 ml

Floral Fragrance

Flowpack packaging
Ideal product for Hotels, Inns, Motels, Rent on Airbnb",Platinum Leader,New,392.0,500,4.8
59,Aroeira Bar Soap 12 Units 100 Grams Each,28.8,Tropical,Soap,100 g,Barra,"description
Kit 12 Soap Bar Aroeira 100g

Aroeira soap is widely used among dermatologists, generally doctors recommend its use daily and not only in cases of dermatological problems, our skin suffers aggression daily and needs to be well treated to resist time without suffering major damage in the future.

Collection Box: 12 Units Each Bar: 100g",MercadoLíder Platinum,New,783.0,12,4.6
60,"Take Care of Yourself Soap In Barra Quinteto Leite E Mel, 5 Units",16.7,The boticario,,400 g,,"description
The Cuide-se Bem Soap Bar Quinteto Leite e Mel brings 5 ​​bar soaps in a beautiful box. With a creamy foam, clean bar soap without drying the skin. Containing natural extracts, the soap has the soft fragrance of milk and honey and leaves your skin soft and delicately scented. Contains: 5 units of 80g each.",The boticario,New,146.0,5,5.0
61,White Clay Soap - 12 Units - 90 Grams,27.99,,,,,"description
White Clay Soap - 12 units - 90 grams each

The use of white clay soap provides revitalizing aspects to the body.

The main benefit of white clay soap is linked to the fact that it deeply removes impurities from the skin.

In addition to these characteristics, the white clay soap helps to relax the skin.

That is, the indications for using white clay soap are for people with dehydrated and dry skin.
Soap 90 g.
Without dye.",Market leader,Novo,92.0,12,
62,White Clay Soap - 12 Units - 90 Grams,27.99,Lian,Natural,90 g,,"description
White Clay Soap - 12 units - 90 grams each

The use of white clay soap provides revitalizing aspects to the body.

The main benefit of white clay soap is linked to the fact that it deeply removes impurities from the skin.

In addition to these characteristics, the white clay soap helps to relax the skin.

That is, the indications for using white clay soap are for people with dehydrated and dry skin.
Soap 90 g.
Without dye.",MercadoLíder,Novo,92.0,12,
63,"Take Care of Soap Bar Lavandinha, 2x80 G",10.4,The boticario,,,,"Descrição
O cuidado com a pele deve começar no banho, e o Cuide-Se Bem Lavandinha Sabonete Barra faz isso para você! Com espuma cremosa, o sabonete limpa sem ressecar, deixando a pele macia e aveludada. Além disso, ele perfuma delicadamente com uma fragrância floral leve e fresca, construída com a nota mais pura da Lavanda. Contém: 2 unidades 80g cada",The boticario,New,91.0,,5.0
64,Dove Baby Balanced Hydration Soap 75g,2.9,Dove,Baby Balanced Hydration,,Balanced Hydration,"description
Dove Baby Bar Soap Balanced Hydration 75g The Dove Baby Bar Soap Balanced with neutral PH respects hydration leaving the baby's skin perfumed. What it does: The Dove Baby Balanced Hydration Bar Soap helps protect your baby's natural skin barrier and replenish the essential nutrient your baby's sensitive skin loses while bathing, giving him the care he needs and helping to leave your skin nourished and hydrated. Buy Dove Products.",Dove,,,,4.9
